x,y,z
-1.8819605467640386,-1.7138088368210385,-2.446844129515494
-1.4578108475015874,1.1728982904613225,-5.736690815650865
-1.5851414577333764,1.3358339495956888,-5.795220985310033
-3.918643994347459,-1.037289067806361,-1.1428297481125904
-1.1722193360589777,0.6872869320089371,-5.502996071844433
-3.851387209950462,2.9592306268165,-5.337603121397026
-5.023018689059784,3.083005040222695,-4.388217040596086
-5.83636935105886,2.2801958477591926,-2.8030198596029305
-2.7197455950390412,2.4582001338754895,-5.893076613016401
-0.9144075438679153,0.045168218891118994,-5.092722590850083
-4.956110134747093,-0.18936659984666993,-1.127235675422341
-4.835167049578775,-0.29188141018890446,-1.1356050624502285
-1.8617394627277717,1.71668035128399,-5.870407575792274
-5.541761999432546,0.5873615549714152,-1.3880374086339922
-0.7989824723725412,-0.5156725415001673,-4.548741703453176
-5.8418348543292264,1.7295660606399244,-2.2372929241870745
-5.346440483844372,3.0039407419705797,-3.9709339339238805
-5.480084956780821,0.527220900884632,-1.3450129461008533
-5.496384454112974,0.5344817513747598,-1.3643199101810763
-5.916333385306895,1.8591121430461737,-2.2631703095074585
-4.803958849932711,-0.4778500427767616,-1.1075362970250624
-4.832919845773332,3.097208201572703,-4.561786924108066
-4.700333828770614,3.106302501809737,-4.707400683023986
-4.370123335504322,3.0887475029018283,-4.989930440309571
-4.790812196159672,3.122293302003213,-4.568221239834898
-5.838152317627605,2.2599962636791555,-2.7446058380835026
-1.021041401620523,0.27910450756129257,-5.329709016995902
-2.3414005469788086,-1.6759530239823532,-2.070089726652445
-5.143528956700274,3.0782127519956726,-4.220155730316101
-5.4139586803877044,2.9461648869607013,-3.7791547039790285
-5.8026608730316624,2.4418852497072425,-3.077288452558587
-5.55941569433765,0.6217727014287802,-1.46847605937922
-2.868368067660041,2.54654644754816,-5.817874895108746
-5.572547002303207,2.766749329038117,-3.5184461818804285
-1.716098119687668,1.4808329727171796,-5.872203314980707
-2.953099725647333,-1.5651040996174337,-1.634542608967841
-4.550510585040345,3.137897820376728,-4.858840967335559
-4.881911615583922,3.093458592251636,-4.5181448083088585
-3.5351619297065238,-1.3597119972534766,-1.35826820205794
-1.997121446501062,1.8440130337592295,-5.840802058633884
-1.6804682067194645,-1.554469029767238,-2.7716477942367255
-5.8594947529940065,2.36025764326141,-2.968095557060063
-2.4378670919501344,-1.6612595923907536,-1.9475950576789756
-1.0453684974153625,0.4677916766981831,-5.382165484422114
-3.8782133163467307,-1.133728797367834,-1.1800844970367215
-4.3175992625835535,-0.8363907562591084,-1.1197679813499595
-2.8762224065312036,-1.6072280001418413,-1.6638391646246586
-5.557237742396458,2.768034734835684,-3.751472875781408
-3.3813708177430684,-1.4081765449890478,-1.434562639319756
-5.656115432796157,0.7620753739376813,-1.5371956981246782
-1.7453416574409315,1.6194792706772825,-5.836001286513584
-5.929553749960704,1.9742771551203857,-2.4631876718910117
-1.101570600919222,0.5328907115540967,-5.399266079276172
-5.442872670949239,2.8451707454314406,-3.8392656310710023
-2.390129726058505,-1.6517887341004789,-2.012579440218745
-1.0486242804466723,-1.2556166515601823,-3.672169370121268
-2.3165843647644246,-1.6990312156316691,-2.1017069443525624
-5.8853782633716065,1.9256873104484522,-2.387584943353441
-4.021337426387367,3.0722032517263558,-5.2661093494087545
-2.5112206980176133,2.3692507884859033,-5.905057920846412
-4.960603665900264,3.0897461468601346,-4.486052552386795
-0.9221373702476385,-0.8513244393343558,-4.220019550901864
-4.147454610394493,3.1073014980314895,-5.165233193124149
-2.9828284546020507,-1.5456943966194734,-1.5869067728335637
-0.8996551781161695,-0.623530329850094,-4.50500911946685
-4.377751750386229,3.147690111376257,-5.042155136814182
-0.8676020984820743,-0.5682041133646967,-4.522814608079143
-5.84617871228237,1.88094687005226,-2.4296188343980925
-5.408941663107307,0.3216488366978025,-1.3139877004805802
-1.2669064256672637,-1.2731897620404964,-3.4081601151338767
-0.9919283451595673,0.07703564551096242,-5.179579178306733
-4.486254744276411,-0.6687610591545201,-1.0787345036397449
-1.207413334242231,0.8065137799028285,-5.545651578952478
-4.395845444187683,3.129965609928151,-4.938476999157172
-5.597298872801153,0.696282290007952,-1.4818037238087078
-1.2523642348620445,0.891883277459163,-5.608648193475792
-4.704779578008438,3.159991902513955,-4.66624904941502
-5.832931319098192,2.189518391425899,-2.666679552997829
-2.564207795569649,-1.6668836462231176,-1.8000249688222982
-5.872038015929526,2.3083246972009617,-2.8671638201267218
