x,y,z
1.4985658974607134,-5.021431963283937,-4.922636619747588
-0.9308409455582694,-4.257192388452232,-1.7246203561029594
0.7830533923111807,-2.659253243014636,-3.0651387933860956
0.8959311963280756,-6.440202700478944,-0.8033530636692623
3.054099056909669,-5.15245610497199,-0.33314151041893103
-0.2959180364812517,-2.726222679706059,-6.240784220770511
3.1979287523300264,-4.114033826204659,-4.726605825712582
2.5435292831405567,-2.8199913863753645,-5.172042272520242
2.688264619325055,-2.8689588580351,-4.1302596148177315
-0.5896665190013919,-3.6780584801979646,-1.9351776135782879
2.2306148772801,-2.7160568593888192,-5.664497242317907
1.545799485899975,-4.237101210530167,-5.807376791381291
0.22184645944093018,-3.9276461513977914,-0.9644262226297373
0.22814607382662577,-6.073825477068757,-0.35797506768363796
1.9821791608250847,-5.8057172284658165,0.5681817162709684
-1.288112710030184,-3.468526346493797,-4.454690252943536
1.5501372633480002,-6.499266940158016,-1.0082498161344806
-0.4481947422851482,-3.21223235249252,-2.5225878588484987
2.7760177328404483,-5.912253059613051,0.03155672061622283
-1.3059833554331073,-4.569193648608929,-2.681935563952915
1.6834523066660205,-6.301774115460711,-2.0237894345687377
0.9936843371895715,-6.310373173795763,-1.8576903159212415
3.3494568305902477,-3.9812290350995903,-4.420726572458111
3.695533142136116,-4.613083060805845,-2.462925318978578
0.3190899456249775,-5.51391050504308,0.1711662150360973
1.3236127567188285,-3.198424601533265,-1.9220951236248864
3.36692383718316,-5.726410628259061,-1.3175801573894952
-0.5442974425701297,-5.233762423208404,-3.6267815188966086
0.9269214628099138,-4.109024356624643,-0.5955305261799841
-0.13569734096612396,-4.212180213462187,-0.8859883550310435
3.3355443918420584,-5.477216028216201,-0.7001564365198591
-0.304510942137423,-2.8818182044195897,-6.285550898277409
-0.5091124944399641,-4.685847662284593,-0.8103295869296652
0.1981903011602163,-5.145713121795253,-4.496441048529499
1.2349078655441406,-2.2380327204000223,-5.0880622228185395
1.4480352120694218,-3.986823166018604,-6.09086538561176
2.1548166538983704,-2.6587274028875156,-3.807126301823592
3.5741743521972618,-5.36827405256915,-1.433821578183711
-0.48315552142323703,-5.749094094113367,-1.9692917766862865
3.0249739487528395,-5.959986602615917,-0.4058071408747157
3.2691156262009424,-4.764742097476633,-0.907382210034529
3.2166904142874904,-3.520343532362035,-4.488189650410246
1.2708904133317063,-5.45961529392898,-4.218361340598167
1.0966761244331682,-6.357690447015498,0.02397957833602904
1.709537295161355,-6.476626427347847,-0.9516528648543519
1.8005616018714385,-6.020434915377332,0.5336023467269864
2.649089437234844,-6.044296902597862,-2.2641117952371217
0.8267450138213219,-4.6919203279536195,0.040771960686929454
3.201691646299889,-3.373349465554827,-3.727234380844793
0.8523199099801515,-6.260162423936626,-1.983794539779412
2.9617115663881153,-3.174667870079375,-3.5613645715445554
1.5052198365481366,-4.569610416195635,-0.03788728182767542
2.6007919958065497,-4.218248666198829,-0.8620883026060691
3.052888979161396,-6.028576058017585,-1.4631333894710663
0.025461076429769358,-2.418985942998922,-6.162629073962089
-1.373707347838729,-3.776672641465255,-3.405213426867577
1.7429597439870004,-6.117778488181248,-2.7564004366381143
1.9104048026188332,-4.48118242254193,-5.475194022529017
-0.10769791141131946,-2.3408715225087677,-4.9109430692089235
-0.4320754676515941,-5.754592799651186,-1.4215683810170017
3.3118159134385596,-4.715563227049715,-4.041212837336147
1.5963014926906536,-3.3224556598859056,-1.7926608662757362
3.1273711434249103,-6.006411278088823,-0.8000461142845374
0.9141637116547778,-6.1021878555892854,-2.627969629479927
