x,y,z
3.3899346198812674,5.336978713021319,3.6472909471442496
4.6051803246443335,2.4019519968799186,2.9072709610480434
4.365947594058843,3.212772581899046,3.166990365072824
4.939419519285644,1.7041913084225746,2.728238861686008
2.8164053571047134,6.952623125872918,3.9204171433753925
5.104774683452378,1.24783464270275,2.700748518678507
5.939576625361196,-0.6887014693285698,2.1743804888142475
4.72723066649723,2.0722379385092524,2.8015597200542683
6.1042940165377795,-1.3817739205041821,2.048240866359582
3.8362408560269667,4.44988532840949,3.415071878686269
3.794939545930455,4.434585169849194,3.3275711588856898
6.132709271496356,-1.3894166738201728,2.0133262626418658
3.324954325694971,5.9182700777785655,3.7234487068749376
2.9205305566911712,6.947416849988974,4.00198087650741
5.740719848295822,-0.552012780915268,2.234304804365155
4.042960194675731,3.9881127831891967,3.313267095242567
3.0640585619248837,6.614394634484821,3.9052373161668816
5.365906857272784,0.8439415396591778,2.466037725314717
5.137785544617623,1.3386834581207925,2.658510414840178
5.432571859863051,0.3424969612123734,2.5022456147186536
4.817706590238772,1.97609654935824,2.8506842859709156
3.8286620276527987,4.337568601545952,3.384883035254874
4.137706137224897,3.8875727760979184,3.2921404950277693
4.580416132798913,2.6911403723480105,3.055613861621585
3.56198029146604,5.155332212913989,3.576145936890799
4.40577204786231,2.8355388015502467,3.0872120838839217
4.767794577224251,2.0752758917687504,2.7942789341959067
5.213364365695755,0.8346556287217481,2.572136659952567
2.955319063177493,6.711171450784541,3.8447019675259084
5.942575172907347,-0.9305690830355142,2.1271625911115617
5.217857629771836,0.9438869946146582,2.531229906549542
5.895436160532606,-0.8540820747230211,2.146747531585875
6.090160159190454,-1.3682243231668165,2.04181191661428
3.1314001350125853,6.313588905217147,3.7443006843769986
4.4250150799026775,3.052507210822591,3.034974569553034
4.287374615618188,3.6107391062246017,3.176760084896074
3.3462485610768806,5.8145509401329365,3.704047461242077
5.684624786575392,-0.062132592998313196,2.4542850825881293
3.165857199492716,6.1513136206837595,3.777633929564014
4.967302056324683,1.5143399311495336,2.676825834433152
3.4891332697992237,5.312657062423794,3.5547948184568354
3.7020916989372292,4.808359262446255,3.5023760109313895
5.039461695791326,1.4324493877381264,2.5846302654076023
3.2456666778636074,6.1438672158765275,3.6843017025650155
4.196734051740138,3.630363219960215,3.228426264782341
2.731487818425151,7.349477027926609,4.009951799765773
3.3004686958758835,5.945795716767805,3.708913463100025
4.7247676769265565,2.3068327140694023,2.9393233173980726
5.511234413897837,0.26653419722297045,2.4287262255283126
4.0920786510762515,3.888047001039747,3.170780033716039
3.857901170183164,4.640117538133154,3.430347302523126
5.561998813541916,0.1131479148707153,2.4394233527981517
3.917029098699775,4.078958340996291,3.2785974432111034
5.858675036641955,-0.6546832519482102,2.1730641447313785
4.092130717182642,3.8899691042615423,3.1716464295446873
3.605323545932174,5.049446657838324,3.447227741848286
6.074087124049909,-1.4389171835210108,2.1072466722935483
4.010128126239175,4.134328281545429,3.329280460460161
5.308929567208731,1.0548088943488518,2.4209722171714434
5.529464801295109,0.27783382912862375,2.263902689666867
5.715026985242737,-0.38334553818388306,2.2186134270199376
5.898004884880548,-0.8440691437808678,2.192283210617381
3.0926766202872473,6.675336114208454,3.844061203419754
3.0536829620000097,6.699076600656971,3.8329275280605604
5.819915132785814,-0.7582827358940722,2.153556785245588
5.001908401096125,1.4808793217643166,2.688054784429506
3.6152572080055565,4.982460688166712,3.4859212349839197
4.343073141249844,3.2324233026975,3.0614320693863544
4.322341964567279,3.3201042788775457,3.1471163496249126
4.142130418767522,3.996584011851081,3.2652094092240844
2.955933129059753,6.8271069658224075,3.999417702929973
3.106359120593826,6.420194903156325,3.8944554913698335
2.881916766473671,6.9535178376196445,4.0191672215427365
5.265914744434615,1.043458238705302,2.5964080626432753
5.15017317087914,1.2285006114460102,2.644714106482603
3.171564258711225,6.3349267194116745,3.8125031626973884
6.125781361470798,-1.5461660157239567,1.9350017635740089
4.04295701375573,3.960142376383214,3.2602636693479585
3.3466831820005867,5.704867577814686,3.7416723903504634
4.6644072775517165,2.150126307163333,2.8849654691870588
4.310926348895728,3.3902548591378374,3.1148803660382325
5.894810293266844,-0.578842703185459,2.1647582220641426
4.439388518613852,3.096474095336652,3.1361412640768127
4.648763475024017,2.215633965735819,2.8787516068942574
5.256285618732958,0.9281446626936893,2.581512998973893
4.566837198863071,2.298363413574288,2.966310820768237
3.7985090803548345,4.8505328286242575,3.5814405583353897
4.782545878445719,2.175496069175387,2.727377334613653
3.457346720229971,5.4546535896475135,3.640498320000659
4.261007389769553,3.38919121125881,3.241362655602836
4.3723790949515555,2.7573917190667205,3.0557305149409206
3.7456399535006746,4.736204111369596,3.4561506398984476
3.8866107244669355,4.457714175993731,3.2841354102732616
3.8445637273501374,4.349044955581151,3.3307965801061283
3.430461033837324,5.273750524976462,3.4935630401475515
4.151370585817829,3.9597418338731685,3.2913186771201746
3.601825346861142,5.128480308615114,3.5291454866325003
3.0950991424498864,6.640096796735416,3.8553807187690206
4.254896251034526,3.3093665266900048,3.107605869066483
5.860089086783759,-0.7851552348372657,2.144078855933156
