x,y,z
0.5218751492451987,6.477063605994154,1.078412142027278
5.312888674673111,3.566386988979759,2.256319463540101
3.910707089846753,5.942472171425979,3.7141357401057546
0.8714382154916167,2.4708701808304427,-0.08218970929206892
1.2629735249318714,6.474959258894877,3.4060618638853493
2.9073437972233296,6.445493043645039,-0.45007714380040165
-0.29201797157486764,5.363973601536966,1.193382977982901
2.1049552688328266,3.9859194199985626,-1.2725428958893614
2.199046456624458,5.961079001027736,-0.8180262419663911
3.77340927922381,2.2797955472019313,3.4546971064307375
2.5094118040013056,3.1478404064091867,-1.112611736398946
4.406158668082511,5.369074874656541,-0.3950698200306557
0.3091149297915128,5.295534077544421,-0.17985731385924342
2.5933571348848377,2.3185188166693393,3.8674320099905186
-0.13513690322598348,5.713770902039992,1.2909352598208605
-0.4575471740377952,4.29002483900966,2.1446974894121134
-0.45188739684041046,4.703982776750069,1.0539796160695982
2.0420702070008243,1.7490358883257695,0.21578508115132267
2.8543660475730563,1.5698548935710184,0.4475835265816075
2.5802986020535714,6.014650638552856,-0.825894631273802
1.6768224383651722,3.327232525788832,4.350196576845337
4.711265620420553,5.854722844717711,2.899589412457883
1.2660972118914129,7.009417877696071,2.2327651460638256
3.1750990090494295,2.439041585493676,-0.6140393626191121
1.721074658045069,4.304905537982195,-1.2813095140900632
0.21071741256750354,5.336473196574488,-0.056821681546152636
2.2384689636177075,1.6929640134517667,0.24618241079221126
0.23873311253414498,6.2615568845750715,1.42902807004049
4.03950240931681,4.193169102608808,4.227853038677003
-0.3639563000369317,4.72390028437384,2.490537688880715
0.03475806211597199,2.6971560527513967,2.364026852726848
5.292380415116773,4.94432163111624,2.443631543506543
5.208556950283716,5.509542645355035,1.3211739651387535
4.2650023299219955,3.1880686113427563,-0.5346282035126406
0.9556518151147695,2.931630284961287,-0.5166705413654782
1.9172247000999323,7.145756247408029,0.7833421250443288
2.7797489945104203,3.1313039022203615,-1.1485083910296914
0.36171880640689835,4.080732212596108,3.7805305714827075
2.0541660917462066,6.375695161868711,3.7827552965443076
0.4889896722444127,4.506194702973729,3.900060854107188
4.638229978153053,5.3016759082383755,-0.20513451975525543
1.912291877898808,4.376723912854918,4.626265196160531
2.5000656607129876,2.014175793275366,3.538986405647811
1.0130407347425978,6.291973983681448,-0.1010085768763358
3.4741039657915085,1.7318407996079768,0.5234247158662693
2.5641205886914933,2.676445959478229,4.15328745698271
-0.19820453533928228,4.985815076910041,0.45834228527752163
3.203909632725971,1.4896093250142597,2.2714579543920714
1.3504161333990705,7.082879428590271,2.1520750271650004
2.104157935195525,1.746197124466161,0.1260853227702039
2.3531904111199973,6.952828300640407,0.17924142411699506
4.073786227280326,4.191535535478587,-0.8779762938046987
2.3101545127376126,6.741210502913721,-0.17612137079663048
2.967893126534284,1.6799097581559321,0.27541723437053567
4.514799241508523,5.3049309559962,-0.3274454568076435
